Filenames,Contents
train2011-432_000003.jpg,décidé qu'il serait blocqué pour une période de
train2011-432_000004.jpg,10 ans à compter du 10/12/06. Je voudrais
train2011-432_000005.jpg,raccourcir cette durée à 5 ans.
train2011-432_000006.jpg,Pourriez-vous me faire parvenir les conditions pour
train2011-432_000007.jpg,valider cette modification ?
train2011-432_000008.jpg,Veuillez agréer de mes sentiments distinguées.
train2011-433_000001.jpg,Par la présente je vous demande de me faire parvenir
train2011-433_000002.jpg,un lot de cinquante CD vierges dont la référence est citée
train2011-433_000003.jpg,ci-dessus.
train2011-433_000004.jpg,Je vous serez gré d'utiliser l'adresse en haut de page.
train2011-433_000005.jpg,Je vous prie de croire en mes salutations distinguées.
train2011-434_000001.jpg,Ayant pris connaissance des dernières
train2011-434_000002.jpg,"tendances de la bourse, j'aimerais multiplier"
train2011-434_000003.jpg,par deux les quantités d'actions boursières
train2011-434_000004.jpg,commandées dernièrement.
train2011-434_000005.jpg,J'espère que vous pourrez accéder à
train2011-434_000006.jpg,ma demande le plus rapidement possible...
train2011-434_000007.jpg,la boursé étant versatile.
train2011-434_000008.jpg,Je vous remercie de prendre cette lettre en
train2011-434_000009.jpg,"considération, et vous prie de bien vouloir"
train2011-434_000010.jpg,"agréer, Monsieur, mes sincères salutations"
train2011-435_000001.jpg,Je me permets de vous contacter en référence à ma dernière
train2011-435_000002.jpg,"facture d'électricité en date de janvier 2007. En effet, elle s'avère"
train2011-435_000003.jpg,être particulièrement élevée en comparaison de ma consommation
train2011-435_000004.jpg,habituelle.
train2011-435_000005.jpg,"De ce fait, je vous serai gré de bien vouloir me faire parvenir"
train2011-435_000006.jpg,un décompte détaillé de ma consommation liée à cette facture.
train2011-435_000007.jpg,Mon réglement se trouve dès lors en suspens jusqu'à
train2011-435_000008.jpg,l'obtention de ce justificatif.
train2011-435_000009.jpg,"Dans l'attente d'une réponse de votre part, je vous prie de"
train2011-435_000010.jpg,"croire, Madame, Monsieur, en l'expression de ma parfaite"
train2011-435_000011.jpg,considération.
train2011-436_000001.jpg,Par la présente je vous notifie la modification de la
train2011-436_000002.jpg,commande n° 13274 au sujet de trois paires de
train2011-436_000003.jpg,chaussettes de marque LILA (référence des produits : CH45-12).
train2011-436_000004.jpg,"Effectivement, j'ai trouvé sur le même catalogue des produits"
train2011-436_000005.jpg,qui semblent être plus adaptés à ce que je recherche (niveau
train2011-436_000006.jpg,"qualité). Je souhaiterais donc commander, par la présente, un"
train2011-436_000007.jpg,lot de 5 chaussettes de marque REDOK en pointure 39.
train2011-436_000008.jpg,"Pour faciliter cette modification, je vous adresse mon chèque"
train2011-436_000009.jpg,ainsi que ma référence client 3 SUIFS : GUICI32
train2011-436_000010.jpg,"Dans l'attente de ma commande, je vous prie d'agréer, Madame,"
train2011-436_000011.jpg,"Monsieur, l'expression de mes sentiments distingués."
train2011-437_000001.jpg,Je vous prie de prendre note de ma nouvelle
train2011-437_000002.jpg,"adresse, ci-dessus, où je me suis installé avec"
train2011-437_000003.jpg,ma conjointe le 1er courant.
train2011-437_000004.jpg,Merci de ne plus communiquer à mon ancienne
train2011-437_000005.jpg,adresse.
train2011-437_000006.jpg,Cordialement.
train2011-438_000001.jpg,"En vue de mon prochain mariage, je vous prie de"
train2011-438_000002.jpg,"bien vouloir m'accorder un rendez-vous avec un conseiller,"
train2011-438_000003.jpg,afin de modifier les clauses de mon compte bancaire dans
train2011-438_000004.jpg,votre agence.
train2011-438_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression"
train2011-438_000006.jpg,de mes salutations distinguées.
train2011-439_000001.jpg,Suite à une erreur de notre part nous voudrions
train2011-439_000002.jpg,effectuer une modification de notre commande d'actions
train2011-439_000003.jpg,boursières. Nous vous prions ainsi de bien vouloir
train2011-439_000004.jpg,doubler la quantité d'actions préalablement commandées.
train2011-439_000005.jpg,"Je vous en remercie d'avance et vous prie d'agréer,"
train2011-439_000006.jpg,"Madame, Monsieur, l'expression de mes sentiments distingués"
train2011-440_000001.jpg,Je vous contacte ce jour afin de vous informer de
train2011-440_000002.jpg,mon récent accident de la route.
train2011-440_000003.jpg,"Comme vous le savez, j'ai mon permis de conduire"
train2011-440_000004.jpg,"depuis peu de temps, et malheureusement, j'ai provoqué"
train2011-440_000005.jpg,un accident au niveau d'un rond point le 09 Janvier
train2011-440_000006.jpg,2007 (vous trouverez tous les détails dans le constat
train2011-440_000007.jpg,amiable ci joint).
train2011-440_000008.jpg,Je vous demande donc de bien vouloir m'indemniser
train2011-440_000009.jpg,comme convenu dans le contrat de mon assurance auto.
train2011-440_000010.jpg,"Veuillez agréer, Madame, Monsieur, l'expression de"
train2011-440_000011.jpg,mes salutations distinguées
train2011-441_000001.jpg,Je vous informe par la présente que mon courrier
train2011-441_000002.jpg,de début janvier concernant ma demande de résiliation
train2011-441_000003.jpg,du mois dernier n'a pas été prise en compte ; mon courrier
train2011-441_000004.jpg,est resté sans réponse.
train2011-441_000005.jpg,Merci par avance de bien vouloir ne répondre
train2011-441_000006.jpg,"dans les plus brefs délais et, dans cette attente,"
train2011-441_000007.jpg,"veuillez agréer, Messieurs, l'expression de rues"
train2011-441_000008.jpg,sentiments les meilleurs
train2011-442_000001.jpg,Veuillez trouver ci-joint mes nouvelles
train2011-442_000002.jpg,coordonnées bancaires pour la mise à jour
train2011-442_000003.jpg,"de vos fichiers "" Prèlevements """
train2011-442_000004.jpg,"Veuillez agréer, Madame, Monsieur"
train2011-442_000005.jpg,l'expression de mes sentiments distingués.
train2011-443_000001.jpg,"En ce début d'année 2007, mon conjoint et moi-même avons"
train2011-443_000002.jpg,"décidé de nous installer ensemble. A cette fin, nous avons entrepris des"
train2011-443_000003.jpg,démarches pour trouver un nouvel appartement. Cette démarche ayant
train2011-443_000004.jpg,"réussie, nous avons prévu d'emménager dans le centre-ville de Nice"
train2011-443_000005.jpg,"au début avril 2007. Avant cette date, je cherche à me renseigner sur"
train2011-443_000006.jpg,les différents contrats que propose MANIF Assurances pour assurer
train2011-443_000007.jpg,cette nouvelle habitation. Pouvez-vous s'il-vous-plaît m'envoyer vos brochures
train2011-443_000008.jpg,d'information ?
train2011-443_000009.jpg,"En vous remerciant par avance, je vous prie de bien vouloir agréer,"
train2011-443_000010.jpg,"madame, monsieur, mes salutations cordiale."
train2011-444_000001.jpg,Je suis au regret de vous annoncer que le jeudi 25
train2011-444_000002.jpg,janvier 2007 j'ai provoqué un accident de voiture sur
train2011-444_000003.jpg,le rond point de la Mairie de Tressange. Je n'ai pas
train2011-444_000004.jpg,vu une voiture dans mon angle mort et je l'ai
train2011-444_000005.jpg,percutée. Les dégats sont uniquement matériels.
train2011-444_000006.jpg,Mon numéro de dossier est le QEUXD89.
train2011-444_000007.jpg,Vous trouverez au pièce jointe le constat avec tous les
train2011-444_000008.jpg,renseignements dont vous aurez besoin.
train2011-444_000009.jpg,Restant à votre disposition pour toute information
train2011-444_000010.jpg,complémentaire.
train2011-444_000011.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes salutations"
train2011-444_000012.jpg,distinguées.
train2011-445_000001.jpg,"Bonjour,"
train2011-445_000002.jpg,Je souhaiterais vous commander :
train2011-445_000003.jpg,- 3 paires de chaussettes  Ref  CH45-12
train2011-445_000004.jpg,"Merci d'avance, cordialement"
train2011-446_000001.jpg,"Ayant pour projet d'acquérir une nouvelle voiture,"
train2011-446_000002.jpg,je vous demande une documentation concernant les différents
train2011-446_000003.jpg,contrats d'assurance auto que vous proposez.
train2011-446_000004.jpg,"Pour information, je souhaiterais acquérir une"
train2011-446_000005.jpg,Volkswagen modèle Polo neuve.
train2011-446_000006.jpg,"Dans l'attente de votre documentation, je vous prie"
train2011-446_000007.jpg,"d'agréer, Madame, Monsieur, l'expression de mes"
train2011-446_000008.jpg,salutations distinguées.
train2011-447_000001.jpg,Je me permets de vous écrire au sujet de ma récente commande. En
train2011-447_000002.jpg,"effet, il y a trois semaines j'ai commandé un téléphone portable chez"
train2011-447_000003.jpg,vous. Il s'agissait du mobile HOME NXKZQUI9000 et j'ai reçu la
train2011-447_000004.jpg,semaine dernière (le 8 février 2007) le mobile HOME NXKZQUI9001.
train2011-447_000005.jpg,"Pour cette raison, je vous renvoie le mobile et ses accessoires et demande"
train2011-447_000006.jpg,ainsi à être remboursée car ce n'est pas ce que j'avais désiré.
train2011-447_000007.jpg,"Veuillez  agreer , Madame, Monsieur, mes salutations distinguées."
train2011-448_000001.jpg,Par la présente je souhaite vous faire part de ma volonté de
train2011-448_000002.jpg,diminuer mes versements mensuels sur mon PEL. Auparavant
train2011-448_000003.jpg,je versais 60 €/mois et je souhaiterais passer à 45 €/mois.
train2011-448_000004.jpg,Je rencontre actuellement des difficultés financières. Mon endettement
train2011-448_000005.jpg,"est, en effet, devenu trop important."
train2011-448_000006.jpg,"Veuillez agréer Madame, Monsieur mes salutations distinguées,"
train2011-449_000001.jpg,"Ayant recemment  demmenagé , je recherche"
train2011-449_000002.jpg,actuellement une nouvelle banque. Je souhaite
train2011-449_000003.jpg,connaître la marche à suivre pour devenir client.
train2011-449_000004.jpg,Pourriez-vous m'envoyer des brochures explicatives ?
train2011-449_000005.jpg,"Je vous prie d'agréer, Monsieur, l'expression de mes"
train2011-449_000006.jpg,sentiments distingués.
train2011-450_000001.jpg,ma situation financière ayant
train2011-450_000002.jpg,changé puisque je viens malheureusement
train2011-450_000003.jpg,"de perdre mon emploi, je sollicite un"
train2011-450_000004.jpg,rendez-vous dans les plus brefs délais
train2011-450_000005.jpg,"avec un conseiller, pour information,"
train2011-450_000006.jpg,afin d'étudier un  réechelonnement
train2011-450_000007.jpg,de mon crédit immobilier.
train2011-450_000008.jpg,"Dans l'attente, je vous prie de croire,"
train2011-450_000009.jpg,"Madame, Monsieur, à l'assurance de"
train2011-450_000010.jpg,toute ma considération.
train2011-451_000001.jpg,"Je tiens à vous informer de non changement d'adresse, suite à mon"
train2011-451_000002.jpg,"déménagement. Veuillez de ce fait, noter ma nouvelle adresse :"
train2011-451_000003.jpg,CONTANT Claire
train2011-451_000004.jpg,38 RUE DU CHATEAU D'EAU
train2011-451_000005.jpg,57130 GRAVELOTTE
train2011-451_000006.jpg,Cette adresse sera valide à partir du 12 février 2007.
train2011-451_000007.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'assurance de ma"
train2011-451_000008.jpg,considération distinguée.
train2011-452_000001.jpg,Je souhaiterais recevoir votre catalogue de
train2011-452_000002.jpg,produits.
train2011-452_000003.jpg,"En vous remerciant par avance pour votre réponse,"
train2011-453_000001.jpg,"Etant nouvellement arrivée dans la région, je désire obtenir des renseignements"
train2011-453_000002.jpg,"sur la marche à suivre pour devenir cliente : papiers à fournir, rendez-vous,..."
train2011-453_000003.jpg,"Mon ouverture de compte devant être la plus rapide possible, merci de me"
train2011-453_000004.jpg,répondre dans les plus brefs délais.
train2011-453_000005.jpg,Veuillez agréer l'expression de mes respectueuses salutations.
train2011-454_000001.jpg,Je souhaiterais devenir client des 3 suifs afin de connaître
train2011-454_000002.jpg,les dernières nouveautés et obtenir des offres promotionnelles.
train2011-454_000003.jpg,C'est pour cela que je voudrais ouvrir un compte.
train2011-454_000004.jpg,Je vous serai reconnaissant de m'envoyer des informations
train2011-454_000005.jpg,concernant les démarches à effectuer.
train2011-454_000006.jpg,"Veuillez agréer, Madame, Monsieur, mes sincères salutations."
train2011-455_000001.jpg,"Ayant changé d'opérateur téléphonique, veuillez trouvé"
train2011-455_000002.jpg,ci-joint mes nouvelles coordonnées téléphoniques :
train2011-455_000003.jpg,03/42/59/04/87.
train2011-455_000004.jpg,"Veuillez recevoir, Madame, mes salutations les meilleures"
train2011-456_000001.jpg,Je voulais vous informer de mon changement
train2011-456_000002.jpg,de données personnelles. Je joins à la présente
train2011-456_000003.jpg,lettre un RIB justifiant de mes nouvelles
train2011-456_000004.jpg,coordonnées bancaires.
train2011-456_000005.jpg,"En vous  remerçiant , je vous prie d'agréer"
train2011-456_000006.jpg,mes respectueuses salutations.
train2011-457_000001.jpg,J'aimerai pouvoir bénéficier de la mensualisation
train2011-457_000002.jpg,de l'impôt sur le revenu. Afin de ne pas tout
train2011-457_000003.jpg,payer en un seul mois et se trouver ainsi à découvert.
train2011-457_000004.jpg,"Merci de votre compréhension, dans l'attente d'"
train2011-457_000005.jpg,"une réponse, veuillez recevoir mes salutations"
train2011-457_000006.jpg,respectueuses
train2011-458_000001.jpg,Je vous écrit afin de vous demandez de m'envoyer
train2011-458_000002.jpg,de la documentation concernant les contrats d'assurances
train2011-458_000003.jpg,auto proposés par votre compagnie.
train2011-458_000004.jpg,"En vous remerciant, je vous prie d'agréer,"
train2011-458_000005.jpg,"madame, monsieur, mes respectueuses salutations."
train2011-459_000001.jpg,En dépit du courrier que je vous ai adressé le mois dernier
train2011-459_000002.jpg,"pour résilier notre contrat, je reçois encore des factures émanant"
train2011-459_000003.jpg,"de votre société. De plus, j'ai reçu récemment, à mon regret,"
train2011-459_000004.jpg,des relances pour ces factures impayées.
train2011-459_000005.jpg,Je trouve cela inacceptable de la part d'une société telle
train2011-459_000006.jpg,que la votre et étant donné que mon courrier n'a malheureusement
train2011-459_000007.jpg,"pas été pris en compte, je r¤éi¤tère ma demande de résiliation."
train2011-459_000008.jpg,"Dans l'attente d'une réponse, je vous prie d'agréer, Madame,"
train2011-459_000009.jpg,"Monsieur, l'expression de ma considération distinguée."
train2011-460_000001.jpg,"Etant un de vos client régulier, je recevais"
train2011-460_000002.jpg,annuellement votre catalogue. Je suis très surpris
train2011-460_000003.jpg,de ne pas avoir reçu votre catalogue 2006-2007.
train2011-460_000004.jpg,Je vous demande donc de bien vouloir rectifier
train2011-460_000005.jpg,votre oubli en me faisant parvenir dans les
train2011-460_000006.jpg,plus bref délai votre catalogue.
train2011-460_000007.jpg,Vous remerciant par avance.
train2011-461_000001.jpg,Je sollicite vos services car j'aurais besoin d'informations diverses
train2011-461_000002.jpg,concernant vos différents contrats d'assurance vie. J'ai en
train2011-461_000003.jpg,effet le plaisir de vous annoncer que je vais me marier dans
train2011-461_000004.jpg,4 mois. Ma future femme et moi voudrions souscrire au
train2011-461_000005.jpg,contrat d'assurance vie qui nous paraitrait le plus avantageux au
train2011-461_000006.jpg,niveau du rapport qualité prix ; c'est pourquoi j'aimerais que
train2011-461_000007.jpg,"vous me fassiez parvenir de la documentation à ce sujet, afin que"
train2011-461_000008.jpg,nous puissions étudier les différents contrats.
train2011-461_000009.jpg,Je vous ferai parvenir notre décision au plus tôt.
train2011-461_000010.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression de mes"
train2011-461_000011.jpg,sincères salutations.
train2011-462_000001.jpg,J'ai eu un accident le mois dernier avec mon
train2011-462_000002.jpg,véhicule. J'ai donc fait appel à vous et vous ai confié
train2011-462_000003.jpg,le soin d'effectuer l'expertise de ce dernier.
train2011-462_000004.jpg,"Cependant, cela fait bientôt un mois que je"
train2011-462_000005.jpg,n'ai aucune information par rapport à cette expertise.
train2011-462_000006.jpg,J'attends donc des nouvelles de cette expertise.
train2011-462_000007.jpg,Cordialement
train2011-463_000001.jpg,Suite aux nombreux problèmes due à la mauvaise organisation de votre
train2011-463_000002.jpg,"établissement, ainsi qu'à l'incompétence de la majorité de vos salariés,"
train2011-463_000003.jpg,"je vous prie par la présente lettre, de fermer mon compte que j'ai pris"
train2011-463_000004.jpg,soin de vider. Je vais immédiatement aller rencontrer les banques
train2011-463_000005.jpg,"concurrentes à votre enseigne, qui seront, je l'espère, en mesure de répondre"
train2011-463_000006.jpg,à mes attentes.
train2011-463_000007.jpg,"Vous remerciant par avance, je vous prie de croire, Monsieur,"
train2011-463_000008.jpg,à mes sentiments distingués.
train2011-464_000001.jpg,Ma situation familiale va changer dans les prochains
train2011-464_000002.jpg,"jours, le divorce avec mon conjoint va être prononcé. Cela m'oblige"
train2011-464_000003.jpg,à demander la fermeture de mon compte bancaire dont je suis
train2011-464_000004.jpg,titulaire sous la référence client HXGPX10.
train2011-464_000005.jpg,"Je vous prie de bien vouloir mettre en oeuvre, à"
train2011-464_000006.jpg,"compter de ce jour, les diverses démarches conduisant à la"
train2011-464_000007.jpg,clôture définitive de mon compte. Le solde actuel est
train2011-464_000008.jpg,suffisant pour permettre les paiements des chèques et autres
train2011-464_000009.jpg,moyens de règlement encore en circulation.
train2011-464_000010.jpg,"Veuillez agréer, Madame, Monsieur, l'expression de"
train2011-464_000011.jpg,mes salutations distinguées.
train2011-465_000001.jpg,"Par cette présente lettre, j'aimerais savoir où en est l'expertise"
train2011-465_000002.jpg,de ma voiture ¤{suité/suite¤{ à mon accident du mois dernier.
train2011-465_000003.jpg,"A ce jour, je suis toujours sans nouvelles malgré l'envois des"
train2011-465_000004.jpg,papier nécessaire.
train2011-465_000005.jpg,Je vous remercie de votre réponse.
train2011-465_000006.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes meilleurs salutations."
train2011-466_000001.jpg,Je me permets de vous contacter à propos de
train2011-466_000002.jpg,"nuisances sonores quotidiennes. En effet, le chien de mon"
train2011-466_000003.jpg,"voisin M. Durand (apt. 46), aboie jour et nuit."
train2011-466_000004.jpg,Cela cause des troubles du sommeil aux occupants de
train2011-466_000005.jpg,"l'immeuble et en particulier aux enfants, qui en font"
train2011-466_000006.jpg,parfois des cauchemards.
train2011-466_000007.jpg,"Après plusieurs contacts avec le propriétaire du chien,"
train2011-466_000008.jpg,et n'ayant observé aucune amélioration. C'est au nom des
train2011-466_000009.jpg,personnes locataires de l'immeuble que je vous demande
train2011-466_000010.jpg,votre aide.
train2011-466_000011.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes"
train2011-466_000012.jpg,sincères salutations.
train2011-467_000001.jpg,Je vous contacte aujourd'hui car je souhaiterais
train2011-467_000002.jpg,modifier mon contrat : j'aimerais opter pour une mensualisation
train2011-467_000003.jpg,du paiement de mon impôt sur le revenu.
train2011-467_000004.jpg,Mon numéro de client est le DCGZQ50.
train2011-467_000005.jpg,Vous remerciant par avance pour l'attention que vous
train2011-467_000006.jpg,"voudrez bien porter à ma demande, je vous prie"
train2011-467_000007.jpg,"d'agréer Madame, Monsieur, mes salutations distinguées."
train2011-468_000001.jpg,Je suis titulaire de différents comptes bancaires chez la
train2011-468_000002.jpg,banque Débit Lyonnais et j'aimerais tenter un placement en
train2011-468_000003.jpg,bourse de 1500 euros de mes économies.
train2011-468_000004.jpg,Je cherche un placement très peu risqué mais malgré cela
train2011-468_000005.jpg,rémunérateur. J'accepte de bloquer cet argent pour un
train2011-468_000006.jpg,maximum de trois ans.
train2011-468_000007.jpg,Pensez-vous qu'il soit mieux de placer les 1500 € en un
train2011-468_000008.jpg,unique placement ? Ou vaut-il mieux diversifier le
train2011-468_000009.jpg,portefeuille d'actions ?
train2011-468_000010.jpg,Veuillez prélever la somme nécessaire sur mon livret A.
train2011-468_000011.jpg,Mon numéro de cliente est le : UMZIQ76
train2011-468_000012.jpg,"D'avance merci, cordialement,"
train2011-469_000001.jpg,Je me permets de vous écrire afin de vous communiquer
train2011-469_000002.jpg,mes nouvelles coordonnées postales suite à mon déménagement. Vous
train2011-469_000003.jpg,pourrez ainsi me joindre à l'adresse suivante :
train2011-469_000004.jpg,BENAISSA Anais
train2011-469_000005.jpg,11 rue Foch
train2011-469_000006.jpg,57650 LOM MER ANGE
train2011-469_000007.jpg,03 91 60 32 58
train2011-469_000008.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression de mes"
train2011-469_000009.jpg,sentiments distingués.
train2011-470_000001.jpg,Je suis une nouvelle cliente de votre établissement.
train2011-470_000002.jpg,J'aimerais  connaitre  vos horaires d'ouverture au public
train2011-470_000003.jpg,afin d'effectuer mes opérations et demander des renseignements
train2011-470_000004.jpg,si besoin.
train2011-470_000005.jpg,Vous pouvez me contacter aux coordonnées  si  dessus par
train2011-470_000006.jpg,courrier ou par téléphone.
train2011-470_000007.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression de"
train2011-470_000008.jpg,mes sincères salutations.
train2011-471_000001.jpg,"Comme convenu au téléphone,"
train2011-471_000002.jpg,veuillez modifier ma commande et
train2011-471_000003.jpg,doubler la quantité de chaussettes à
train2011-471_000004.jpg,me livrer (60 paires).
train2011-471_000005.jpg,Merci d'avance
train2011-472_000001.jpg,Merci de modifier mon contrat en
train2011-472_000002.jpg,fonction des éléments que je vous ai
train2011-472_000003.jpg,téléphoner.
train2011-472_000004.jpg,Merci de valider ma commande :
train2011-472_000005.jpg,Lot de 50 CD vierges - Réf : 010-25-CDV
train2011-472_000006.jpg,"Cordialement,"
train2011-473_000001.jpg,"Très intéressée par vos produits, je vous  serai  reconnaissante"
train2011-473_000002.jpg,de bien vouloir me faire parvenir le catalogue des produits que
train2011-473_000003.jpg,vous proposez à la vente.
train2011-473_000004.jpg,En vous remerciant par avance de l'attention que vous allez
train2011-473_000005.jpg,"porter à ma requête, je vous prie d'agréer Madame, Monsieur,"
train2011-473_000006.jpg,l'expression de mes sentiments les meilleurs.
train2011-474_000001.jpg,"Par la présente, je vous informe que ma situation"
train2011-474_000002.jpg,familiale va changée.
train2011-474_000003.jpg,"En effet, je me marie le 30.02.07."
train2011-474_000004.jpg,"Je serais désormais Madame DUPONT Isabelle, cependant"
train2011-474_000005.jpg,mon adresse ne diffère pas.
train2011-474_000006.jpg,"Je vous remercie par avance, de prendre en compte ces"
train2011-474_000007.jpg,changements de données personnelles.
train2011-474_000008.jpg,"Veuillez agréer, Madame, Monsieur, mes sincères salutations."
train2011-475_000001.jpg,J'ai pris connaissance des services que vous proposiez concernant
train2011-475_000002.jpg,votre centre d'assurance.
train2011-475_000003.jpg,Je viens auprès de votre bienveillance solliciter un catalogue qui me
train2011-475_000004.jpg,permettrait de découvrir votre gamme de produits d'assurances et de services
train2011-475_000005.jpg,"financiers, proposé au sein de votre société."
train2011-475_000006.jpg,"En vous remerciant d'avance, veuillez recevoir Madame,"
train2011-475_000007.jpg,Monsieur l'expression de mes salutations distinguées.
train2011-476_000001.jpg,Je vous ai  déja  écrit ma  rèquete  le mois dernier mais
train2011-476_000002.jpg,comme celle-ci est restée sans réponse je vous la refais :
train2011-476_000003.jpg,Pourrai-je avoir des informations sur l'hebdomadaire que
train2011-476_000004.jpg,"vous venez de créer ""Les boulangeries"".  Déja  abonné à la revue"
train2011-476_000005.jpg,"""Le Pain"" je souhaiterai également avoir une réduction sur cet"
train2011-476_000006.jpg,abonnement hypothétique.
train2011-476_000007.jpg,"Madame, Monsieur dans l'attente de votre réponse je vous prie de"
train2011-476_000008.jpg,recevoir mes sincères salutations et félicitations pour le quotidien
train2011-476_000009.jpg,"""Le Pain"""
train2011-477_000001.jpg,Je viens de recevoir mon dernier
train2011-477_000002.jpg,"relevé de consommation en électricité. Or, ce relevé"
train2011-477_000003.jpg,me semble execif et ne correspond à aucun changement
train2011-477_000004.jpg,notable de mes habitudes.
train2011-477_000005.jpg,C'est pourquoi je souhaiterai avoir
train2011-477_000006.jpg,quelques  precisions  avant de vous adresser mon
train2011-477_000007.jpg,reglement . Je suis également disposer à rencontrer
train2011-477_000008.jpg,un de vos conseillers le cas échéant.
train2011-477_000009.jpg,Dans l'attente d'une réponse de
train2011-477_000010.jpg,"votre part, je vous prie d'agréer, Monsieur, mes"
train2011-477_000011.jpg,salutations distinguées.
train2011-478_000001.jpg,Je suis actuellement en train de déménager car je
train2011-478_000002.jpg,m'installe avec mon conjoint.
train2011-478_000003.jpg,"Etant donné ce changement, j'aimerai que vous me"
train2011-478_000004.jpg,fournissiez de la documentation concernant les contrats d'assurance
train2011-478_000005.jpg,habitation.
train2011-478_000006.jpg,Merci de me la communiquer le plus rapidement
train2011-478_000007.jpg,possible.
train2011-478_000008.jpg,"Cordialement,"
train2011-479_000001.jpg,J'aimerai résilier mon compte d'assurance
train2011-479_000002.jpg,habitation.
train2011-479_000003.jpg,Je viens de démenager et je n'ai plus besoin de
train2011-480_000001.jpg,"Ayant entendu beaucoup de bien de votre groupe, je souhaiterais"
train2011-480_000002.jpg,à mon tour devenir cliente et profiter des nombreux avantages que vous
train2011-480_000003.jpg,"proposez. Cependant, je n'ai trouvé aucune information concernant les"
train2011-480_000004.jpg,"modalités à suivre sur votre site internet (que je trouve, sois-dit en"
train2011-480_000005.jpg,"passant, très bien fait). J'aimerais donc savoir quelle est la marche à"
train2011-480_000006.jpg,suivre pour devenir client.
train2011-480_000007.jpg,"Dans l'attente d'une réponse de votre part, je vous prie d'agréer, Madame,"
train2011-480_000008.jpg,"Monsieur, l'expression de mes sincères salutations."
train2011-481_000001.jpg,"Par la présente, je vous déclare un changement dans"
train2011-481_000002.jpg,"ma situation familiale. Je viens d'avoir un enfant, né le"
train2011-481_000003.jpg,7 février 2007. Veuillez m'assurer de la prise en compte de
train2011-481_000004.jpg,ce changement par votre organisme.
train2011-481_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression"
train2011-481_000006.jpg,de mes salutations distinguées.
train2011-482_000001.jpg,Je me permets de vous transmettre ce courrier afin de vous
train2011-482_000002.jpg,"signaler un accident de la route tout je suis fautive. En effet,"
train2011-482_000003.jpg,j'ai refusé la priorité à l'autre véhicule.
train2011-482_000004.jpg,Je vous ai joint le constat par de plus amples détails.
train2011-482_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression de mes sentiments"
train2011-482_000006.jpg,distingués.
train2011-483_000001.jpg,Je souhaiterais modifier ma commande datée
train2011-483_000002.jpg,du 3-02-07 et recevoir deux lots de 50 CD
train2011-483_000003.jpg,vierges (référence : 010.25.C.D.V) au lieu d'un
train2011-483_000004.jpg,Veuillez trouver ci-joint le règlement
train2011-483_000005.jpg,complémentaire.
train2011-483_000006.jpg,"Dans cette attente, je vous prie, Monsieur,"
train2011-483_000007.jpg,d'agréer mes salutations ainsi que mes remerciements
train2011-484_000001.jpg,"Récemment mariés et installés à l'adresse inscrite ci-dessus, nous"
train2011-484_000002.jpg,"souhaiterions, ma conjointe et moi-même, procéder à l'ouverture d'un"
train2011-484_000003.jpg,compte commun dans votre agence.
train2011-484_000004.jpg,"C'est pourquoi, afin d'établir quel compte sera le plus"
train2011-484_000005.jpg,"profitable pour le placement de nos revenus, nous souhaiterions"
train2011-484_000006.jpg,rencontrer un de vos conseillers.
train2011-484_000007.jpg,Vous remerciant vivement pour l'écoute que vous nous
train2011-484_000008.jpg,"apporterez et la qualité de vos services à venir, je vous prie"
train2011-484_000009.jpg,"de recevoir, Madame, Monsieur, l'expression de mes salutations"
train2011-484_000010.jpg,distinguées.
train2011-485_000001.jpg,Veuillez doubler les quantités d'actions boursières
train2011-485_000002.jpg,que je vous ai commandé dernièrement
train2011-485_000003.jpg,"Cordialement,"
train2011-486_000001.jpg,Je souhaiterai recevoir de la documentation
train2011-486_000002.jpg,concernant les contrats d'assurance auto que vous proposez
train2011-486_000003.jpg,au sein de votre agence.
train2011-486_000004.jpg,"En effet, possédant 2 véhicules de collections ainsi"
train2011-486_000005.jpg,"que 2 véhicules à usage quotidien, mon mari et moi-même"
train2011-486_000006.jpg,désirons changer d'assureur. Votre publicité ayant attirée notre
train2011-486_000007.jpg,"attention, nous souhaiterions en savoir plus sur les différents"
train2011-486_000008.jpg,contrats auto que vous mettez à disposition de vos clients.
train2011-486_000009.jpg,"Dans l'attente de la documentation, veuillez recevoir,"
train2011-486_000010.jpg,"Madame, Monsieur, mes salutations les plus sincères."
train2011-487_000001.jpg,"Suite à mon déménagement en décembre dernier, je vous ai fait parvenir"
train2011-487_000002.jpg,"par courrier ma nouvelle adresse postale. Or, je n'ai reçu aucune confirmation de"
train2011-487_000003.jpg,votre part m'indiquant que vous aviez bien pris en compte mes nouvelles
train2011-487_000004.jpg,coordonnées.
